instructor,class_name,year,month,year_month,total_classes_taught,total_revenue,avg_revenue_per_class,avg_attendance_per_class
Instructor_3,INT. Choreography (Ages 13+),2024,November,2024-11,3,798.3666666666666,266.1222222222222,14.333333333333334
Instructor_3,INT. Choreography (Ages 13+),2024,October,2024-10,2,371.4,185.7,9.0
Instructor_3,INT. Choreography (Ages 13+),2024,September,2024-09,2,350.35,175.175,8.5
Instructor_3,Int/Adv Grooves,2023,April,2023-04,1,126.0,126.0,4.0
Instructor_3,Int/Adv Grooves,2023,March,2023-03,2,257.0,128.5,4.0
Instructor_3,Intro to Grooves,2024,April,2024-04,3,480.0,160.0,5.0
Instructor_3,Intro to Grooves,2024,February,2024-02,3,420.0,140.0,4.0
Instructor_3,Intro to Grooves,2024,January,2024-01,3,495.0,165.0,5.0
Instructor_3,Intro to Grooves,2024,March,2024-03,3,330.0,110.0,4.666666666666667
Instructor_3,Intro to Grooves Trial,2024,January,2024-01,1,30.0,30.0,4.0
Instructor_3,Intro to Grooves Trial,2024,March,2024-03,1,30.0,30.0,4.0
Instructor_3,KPOP Original Choreo (ages 13+),2023,August,2023-08,1,674.2333333333333,674.2333333333333,32.0
Instructor_3,KPOP Original Choreo (ages 13+),2023,December,2023-12,1,273.45,273.45,13.0
Instructor_3,KPOP Original Choreo (ages 13+),2023,July,2023-07,1,222.25,222.25,10.0
Instructor_3,KPOP Original Choreo (ages 13+),2023,May,2023-05,1,271.76666666666665,271.76666666666665,14.0
Instructor_3,KPOP Original Choreo (ages 13+),2023,November,2023-11,1,231.73333333333332,231.73333333333332,12.0
Instructor_30,INT. Choreography (Ages 13+),2025,February,2025-02,2,110.0,55.0,3.5
Instructor_30,INT. Choreography (Ages 13+),2025,January,2025-01,2,401.3,200.65,9.5
Instructor_31,INT. Choreography (Ages 13+),2025,February,2025-02,1,285.85,285.85,18.0
Instructor_32,INT. Choreography (Ages 13+),2025,February,2025-02,2,563.8,281.9,22.0
Instructor_32,INT. Choreography (Ages 13+),2025,January,2025-01,1,300.5,300.5,17.0
Instructor_33,ADV.  Choreography (Ages 13+),2024,July,2024-07,1,314.7,314.7,16.0
Instructor_33,BEG. Choreography (Ages 13+),2024,August,2024-08,2,368.9875,184.49375,10.0
Instructor_33,BEG. Choreography (Ages 13+),2024,December,2024-12,2,304.5,152.25,10.0
Instructor_33,BEG. Choreography (Ages 13+),2024,January,2024-01,1,214.51666666666665,214.51666666666665,21.0
Instructor_33,BEG. Choreography (Ages 13+),2024,July,2024-07,3,649.4499999999999,216.48333333333332,11.0
Instructor_33,BEG. Choreography (Ages 13+),2024,June,2024-06,3,710.6875,236.89583333333334,11.666666666666666
Instructor_33,BEG. Choreography (Ages 13+),2024,May,2024-05,2,504.9583333333333,252.47916666666666,14.0
Instructor_33,BEG. Choreography (Ages 13+),2024,November,2024-11,2,140.75,70.375,5.0
Instructor_33,BEG. Choreography (Ages 13+),2024,October,2024-10,3,544.8,181.6,9.666666666666666
Instructor_33,BEG. Choreography (Ages 13+),2024,September,2024-09,2,166.0,83.0,5.0
Instructor_33,BEG. Choreography (Ages 13+),2025,February,2025-02,1,308.55,308.55,21.0
Instructor_33,Hip Hop 1A (7 - 10),2023,December,2023-12,1,68.8,68.8,5.0
Instructor_33,Hip Hop 1A (7 - 10),2023,November,2023-11,1,108.0,108.0,5.0
Instructor_33,Hip Hop 1A (7 - 10),2024,September,2024-09,3,65.25,21.75,1.0
Instructor_33,Hip Hop 1B (6 - 8),2023,December,2023-12,1,64.8,64.8,4.0
Instructor_33,Hip Hop 2A (7 - 10),2025,March,2025-03,1,162.4,162.4,7.0
Instructor_33,Hip Hop 2B (9 - 13),2023,December,2023-12,1,37.8,37.8,2.0
Instructor_33,INT. Choreography (Ages 13+),2024,July,2024-07,1,355.5,355.5,19.0
Instructor_33,INT. Choreography (Ages 13+),2024,May,2024-05,1,191.8,191.8,10.0
Instructor_33,INT. Choreography (Ages 13+),2024,September,2024-09,1,83.5,83.5,6.0
Instructor_33,INT. Choreography (Ages 13+),2025,February,2025-02,1,55.125,55.125,5.0
Instructor_33,Junior Dance Choreo  (Ages 9 - 13) ,2024,August,2024-08,2,51.6,25.8,1.0
Instructor_33,Junior Dance Choreo  (Ages 9 - 13) ,2024,July,2024-07,3,108.0,36.0,2.0
Instructor_33,Junior Dance Choreo  (Ages 9 - 13) ,2024,June,2024-06,2,64.80000000000001,32.400000000000006,1.5
Instructor_33,Kids Dance Choreo (Ages7-10) ,2024,August,2024-08,3,266.20000000000005,88.73333333333335,4.0
Instructor_33,Kids Dance Choreo (Ages7-10) ,2024,July,2024-07,5,314.20000000000005,62.84000000000001,3.2
Instructor_33,Kids Dance Choreo (Ages7-10) ,2024,June,2024-06,1,43.2,43.2,2.0
Instructor_34,BEG. Choreography (Ages 13+),2025,February,2025-02,1,337.4,337.4,22.0
Instructor_35,ADV.  Choreography (Ages 13+),2023,June,2023-06,1,303.3666666666667,303.3666666666667,20.0
Instructor_35,ADV.  Choreography (Ages 13+),2024,August,2024-08,2,369.9333333333333,184.96666666666664,9.5
Instructor_35,ADV.  Choreography (Ages 13+),2024,December,2024-12,2,473.4916666666667,236.74583333333334,12.0
Instructor_35,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,284.7833333333333,142.39166666666665,8.5
Instructor_35,ADV.  Choreography (Ages 13+),2024,June,2024-06,1,294.65,294.65,15.0
Instructor_35,ADV.  Choreography (Ages 13+),2024,May,2024-05,2,526.2208333333333,263.11041666666665,14.0
Instructor_35,ADV.  Choreography (Ages 13+),2024,November,2024-11,2,343.29999999999995,171.64999999999998,10.5
Instructor_35,ADV.  Choreography (Ages 13+),2024,October,2024-10,2,344.26666666666665,172.13333333333333,9.5
Instructor_35,ADV.  Choreography (Ages 13+),2024,September,2024-09,1,267.31666666666666,267.31666666666666,14.0
Instructor_35,BEG. Choreography (Ages 13+),2023,April,2023-04,1,357.0,357.0,20.0
Instructor_35,BEG. Choreography (Ages 13+),2023,August,2023-08,2,801.6500000000001,400.82500000000005,22.0
Instructor_35,BEG. Choreography (Ages 13+),2023,February,2023-02,1,702.5,702.5,37.0
Instructor_35,BEG. Choreography (Ages 13+),2023,January,2023-01,1,551.25,551.25,28.0
Instructor_35,BEG. Choreography (Ages 13+),2023,July,2023-07,4,2165.0666666666666,541.2666666666667,29.25
Instructor_35,BEG. Choreography (Ages 13+),2023,June,2023-06,2,1117.5,558.75,29.5
Instructor_35,BEG. Choreography (Ages 13+),2023,March,2023-03,1,445.5,445.5,25.0
Instructor_35,BEG. Choreography (Ages 13+),2023,May,2023-05,2,677.1166666666666,338.5583333333333,18.5
Instructor_35,INT. Choreography (Ages 13+),2023,December,2023-12,1,361.31666666666666,361.31666666666666,23.0
Instructor_35,INT. Choreography (Ages 13+),2023,November,2023-11,2,709.6833333333334,354.8416666666667,24.0
Instructor_35,INT. Choreography (Ages 13+),2023,October,2023-10,2,452.8333333333333,226.41666666666666,16.5
Instructor_35,INT. Choreography (Ages 13+),2023,September,2023-09,2,622.6166666666667,311.30833333333334,20.0
Instructor_35,INT. Choreography (Ages 13+),2024,December,2024-12,1,98.675,98.675,6.0
Instructor_35,INT. Choreography (Ages 13+),2025,February,2025-02,1,203.76666666666665,203.76666666666665,17.0
Instructor_35,OOS Gives Back ,2024,June,2024-06,1,275.0,275.0,11.0
Instructor_36,INT. Choreography (Ages 13+),2025,February,2025-02,1,379.8666666666667,379.8666666666667,24.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,April,2024-04,2,371.50416666666666,185.75208333333333,11.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,August,2024-08,2,399.1,199.55,11.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,February,2024-02,3,400.825,133.60833333333332,8.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,January,2024-01,1,103.16666666666667,103.16666666666667,6.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,July,2024-07,1,158.4,158.4,8.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,June,2024-06,2,596.65,298.325,14.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,March,2024-03,2,395.4291666666667,197.71458333333334,11.0
Instructor_37,ADV.  Choreography (Ages 13+),2024,May,2024-05,2,342.5333333333333,171.26666666666665,9.5
Instructor_37,INT. Hip Hop Choreography,2024,December,2024-12,1,156.8,156.8,8.0
Instructor_37,INT. Hip Hop Choreography,2024,November,2024-11,2,253.20000000000002,126.60000000000001,7.5
Instructor_37,INT. Hip Hop Choreography,2024,October,2024-10,2,285.45,142.725,7.5
Instructor_37,INT. Hip Hop Choreography,2024,September,2024-09,2,714.7666666666667,357.3833333333333,17.0
Instructor_37,INT. Hip Hop Choreography,2025,January,2025-01,2,343.4,171.7,8.0
Instructor_37,PW w/ Jay Chris Moore,2024,July,2024-07,1,45.0,45.0,4.0
Instructor_38,INT. Choreography (Ages 13+),2025,January,2025-01,1,354.925,354.925,21.0
Instructor_39,INT. Choreography (Ages 13+),2025,January,2025-01,1,190.51666666666665,190.51666666666665,12.0
Instructor_39,INT. Hip Hop Choreography,2024,December,2024-12,1,375.8,375.8,20.0
Instructor_39,OOS Gives Back ,2024,July,2024-07,1,125.0,125.0,5.0
Instructor_4,YOGA (ages 13+),2024,December,2024-12,3,118.5,39.5,3.0
Instructor_4,YOGA (ages 13+),2024,November,2024-11,4,355.4666666666667,88.86666666666667,8.0
Instructor_4,YOGA (ages 13+),2024,October,2024-10,3,308.7,102.89999999999999,5.666666666666667
Instructor_4,YOGA (ages 13+),2024,September,2024-09,3,263.65,87.88333333333333,5.666666666666667
Instructor_4,YOGA (ages 13+),2025,February,2025-02,2,96.3,48.15,4.5
Instructor_4,YOGA (ages 13+),2025,January,2025-01,3,82.85,27.616666666666664,3.6666666666666665
Instructor_4,YOGA (ages 13+),2025,March,2025-03,5,380.8083333333333,76.16166666666666,7.8
Instructor_40,ADV.  Choreography (Ages 13+),2023,September,2023-09,1,377.98333333333335,377.98333333333335,25.0
Instructor_40,ADV.  Choreography (Ages 13+),2024,April,2024-04,1,356.94166666666666,356.94166666666666,22.0
Instructor_40,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,420.96666666666664,420.96666666666664,22.0
Instructor_40,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,696.8666666666667,348.43333333333334,19.5
Instructor_40,ADV.  Choreography (Ages 13+),2024,June,2024-06,2,579.4833333333333,289.7416666666667,15.5
Instructor_40,ADV.  Choreography (Ages 13+),2024,May,2024-05,3,730.3875,243.4625,14.0
Instructor_40,ADV.  Choreography (Ages 13+),2025,January,2025-01,1,244.325,244.325,15.0
Instructor_40,BEG. Choreography (Ages 13+),2023,August,2023-08,3,470.16666666666663,156.7222222222222,12.666666666666666
Instructor_40,BEG. Choreography (Ages 13+),2023,July,2023-07,2,262.81666666666666,131.40833333333333,15.5
Instructor_40,BEG. Choreography (Ages 13+),2023,June,2023-06,1,39.0,39.0,4.0
Instructor_40,BEG. Choreography (Ages 13+),2023,May,2023-05,2,108.25,54.125,5.0
Instructor_40,BEG. Choreography (Ages 13+),2023,November,2023-11,3,473.25,157.75,10.666666666666666
Instructor_40,BEG. Choreography (Ages 13+),2023,October,2023-10,3,1006.8499999999999,335.6166666666666,18.333333333333332
Instructor_40,BEG. Choreography (Ages 13+),2023,September,2023-09,2,343.15,171.575,15.5
Instructor_40,BEG. Choreography (Ages 13+),2024,February,2024-02,1,323.8375,323.8375,29.0
Instructor_40,INT. Choreography (Ages 13+),2023,December,2023-12,1,206.06666666666666,206.06666666666666,12.0
Instructor_40,INT. Choreography (Ages 13+),2023,November,2023-11,3,365.2166666666667,121.7388888888889,12.666666666666666
Instructor_40,INT. Choreography (Ages 13+),2023,October,2023-10,1,153.76666666666665,153.76666666666665,15.0
Instructor_40,INT. Choreography (Ages 13+),2023,September,2023-09,1,122.43333333333334,122.43333333333334,8.0
Instructor_40,INT. Choreography (Ages 13+),2024,April,2024-04,2,933.875,466.9375,24.5
Instructor_40,INT. Choreography (Ages 13+),2024,January,2024-01,2,782.8833333333333,391.44166666666666,24.0
Instructor_40,INT. Choreography (Ages 13+),2024,March,2024-03,2,780.6333333333333,390.31666666666666,22.0
Instructor_40,INT. Choreography (Ages 13+),2024,November,2024-11,1,241.56666666666666,241.56666666666666,12.0
Instructor_41,INT. Choreography (Ages 13+),2025,January,2025-01,1,187.8,187.8,10.0
Instructor_42,ADV.  Choreography (Ages 13+),2023,September,2023-09,1,237.36666666666667,237.36666666666667,16.0
Instructor_42,BEG. Choreography (Ages 13+),2023,April,2023-04,1,325.5,325.5,18.0
Instructor_42,BEG. Choreography (Ages 13+),2023,August,2023-08,2,801.2333333333333,400.6166666666667,21.0
Instructor_42,BEG. Choreography (Ages 13+),2023,February,2023-02,2,508.75,254.375,14.5
Instructor_42,BEG. Choreography (Ages 13+),2023,January,2023-01,2,606.75,303.375,16.5
Instructor_42,BEG. Choreography (Ages 13+),2023,July,2023-07,2,671.6333333333333,335.81666666666666,20.5
Instructor_42,BEG. Choreography (Ages 13+),2023,June,2023-06,2,641.6333333333333,320.81666666666666,18.0
Instructor_42,BEG. Choreography (Ages 13+),2023,March,2023-03,3,707.75,235.91666666666666,13.333333333333334
Instructor_42,BEG. Choreography (Ages 13+),2023,May,2023-05,2,531.9166666666667,265.95833333333337,16.0
Instructor_42,INT. Choreography (Ages 13+),2023,December,2023-12,1,63.266666666666666,63.266666666666666,6.0
Instructor_42,INT. Choreography (Ages 13+),2023,November,2023-11,2,209.93333333333334,104.96666666666667,7.5
Instructor_42,INT. Choreography (Ages 13+),2023,October,2023-10,2,266.7,133.35,10.0
Instructor_42,INT. Choreography (Ages 13+),2023,September,2023-09,1,79.75,79.75,4.0
Instructor_42,INT. Choreography (Ages 13+),2024,April,2024-04,2,499.6833333333333,249.84166666666664,14.5
Instructor_42,INT. Choreography (Ages 13+),2024,August,2024-08,1,312.31666666666666,312.31666666666666,17.0
Instructor_42,INT. Choreography (Ages 13+),2024,February,2024-02,1,72.1875,72.1875,4.0
Instructor_42,INT. Choreography (Ages 13+),2024,January,2024-01,2,389.7166666666667,194.85833333333335,13.5
Instructor_42,INT. Choreography (Ages 13+),2024,July,2024-07,3,813.5166666666667,271.1722222222222,14.666666666666666
Instructor_42,INT. Choreography (Ages 13+),2024,June,2024-06,2,654.55,327.275,16.5
Instructor_42,INT. Choreography (Ages 13+),2024,March,2024-03,3,708.0333333333333,236.0111111111111,14.666666666666666
Instructor_42,INT. Choreography (Ages 13+),2024,May,2024-05,2,477.54999999999995,238.77499999999998,13.0
Instructor_42,INT. Choreography (Ages 13+),2024,October,2024-10,2,278.5333333333333,139.26666666666665,8.0
Instructor_42,INT. Choreography (Ages 13+),2024,September,2024-09,3,654.5833333333333,218.19444444444443,10.666666666666666
Instructor_42,INT. Choreography (Ages 13+),2025,January,2025-01,1,214.525,214.525,13.0
Instructor_42,Textures,2024,April,2024-04,3,220.0,73.33333333333333,3.0
Instructor_42,Textures,2024,February,2024-02,3,315.0,105.0,4.0
Instructor_42,Textures,2024,January,2024-01,1,100.0,100.0,4.0
Instructor_42,Textures,2024,March,2024-03,3,305.0,101.66666666666667,4.666666666666667
Instructor_42,Textures Trial,2024,January,2024-01,1,100.0,100.0,4.0
Instructor_42,Textures Trial,2024,March,2024-03,1,110.0,110.0,4.0
Instructor_42,Textures Trial,2024,May,2024-05,1,0.0,0.0,1.0
Instructor_43,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,449.1666666666667,449.1666666666667,23.0
Instructor_43,ADV.  Choreography (Ages 13+),2025,January,2025-01,1,147.025,147.025,10.0
Instructor_43,BEG. Choreography (Ages 13+),2024,November,2024-11,1,166.25,166.25,7.0
Instructor_43,INT. Choreography (Ages 13+),2024,October,2024-10,1,238.85,238.85,14.0
Instructor_44,KPOP Dance Covers (ages 13+),2024,December,2024-12,1,422.8,422.8,25.0
Instructor_45,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,379.71666666666664,379.71666666666664,20.0
Instructor_45,ADV.  Choreography (Ages 13+),2024,February,2024-02,1,132.22083333333333,132.22083333333333,7.0
Instructor_45,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,884.1500000000001,442.07500000000005,23.5
Instructor_45,ADV.  Choreography (Ages 13+),2024,June,2024-06,2,520.2666666666667,260.1333333333333,15.5
Instructor_45,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,354.35,354.35,19.0
Instructor_45,BEG. Choreography (Ages 13+),2024,April,2024-04,1,422.18333333333334,422.18333333333334,27.0
Instructor_45,BEG. Choreography (Ages 13+),2024,December,2024-12,2,535.8499999999999,267.92499999999995,14.0
Instructor_45,BEG. Choreography (Ages 13+),2024,November,2024-11,1,149.05,149.05,9.0
Instructor_45,BEG. Choreography (Ages 13+),2024,October,2024-10,1,292.8666666666667,292.8666666666667,17.0
Instructor_45,BEG. Choreography (Ages 13+),2024,September,2024-09,1,332.6666666666667,332.6666666666667,18.0
Instructor_45,BEG/INT Choreography (Ages 13+),2024,May,2024-05,1,387.12083333333334,387.12083333333334,20.0
Instructor_45,INT. Choreography (Ages 13+),2024,February,2024-02,1,461.65833333333336,461.65833333333336,24.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,April,2023-04,1,55.0,55.0,5.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,August,2023-08,1,302.8,302.8,18.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,February,2023-02,1,69.25,69.25,6.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,January,2023-01,3,388.5,129.5,9.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,July,2023-07,3,435.3833333333333,145.12777777777777,10.333333333333334
Instructor_46,ADV.  Choreography (Ages 13+),2023,June,2023-06,2,207.26666666666665,103.63333333333333,6.5
Instructor_46,ADV.  Choreography (Ages 13+),2023,March,2023-03,1,38.5,38.5,5.0
Instructor_46,ADV.  Choreography (Ages 13+),2023,May,2023-05,1,74.25,74.25,9.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,August,2024-08,2,384.15,192.075,9.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,December,2024-12,2,127.0,63.5,4.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,264.3,132.15,6.5
Instructor_46,ADV.  Choreography (Ages 13+),2024,June,2024-06,2,203.4,101.7,5.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,306.8,306.8,15.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,25.0,25.0,1.0
Instructor_46,ADV.  Choreography (Ages 13+),2024,October,2024-10,2,60.400000000000006,30.200000000000003,2.5
Instructor_46,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,265.6,132.8,7.5
Instructor_46,INT. Choreography (Ages 13+),2023,December,2023-12,1,214.4,214.4,13.0
Instructor_46,INT. Choreography (Ages 13+),2023,November,2023-11,1,178.16666666666666,178.16666666666666,14.0
Instructor_46,INT. Choreography (Ages 13+),2023,October,2023-10,2,235.83333333333331,117.91666666666666,9.0
Instructor_46,INT. Choreography (Ages 13+),2023,September,2023-09,1,242.3,242.3,14.0
Instructor_47,INT. Choreography (Ages 13+),2024,August,2024-08,2,917.65,458.825,22.5
Instructor_47,INT. Choreography (Ages 13+),2024,December,2024-12,1,97.29166666666666,97.29166666666666,6.0
Instructor_47,INT. Choreography (Ages 13+),2024,July,2024-07,2,501.15,250.575,13.0
Instructor_47,INT. Choreography (Ages 13+),2024,June,2024-06,2,768.3166666666666,384.1583333333333,18.5
Instructor_47,INT. Choreography (Ages 13+),2024,May,2024-05,1,298.3375,298.3375,15.0
Instructor_47,INT. Choreography (Ages 13+),2024,November,2024-11,2,342.76666666666665,171.38333333333333,10.5
Instructor_47,INT. Choreography (Ages 13+),2024,October,2024-10,1,267.9166666666667,267.9166666666667,15.0
Instructor_47,INT. Choreography (Ages 13+),2024,September,2024-09,1,319.5,319.5,15.0
Instructor_47,K-POP Performance Workshop,2023,April,2023-04,3,446.0,148.66666666666666,4.0
Instructor_47,K-POP Performance Workshop,2023,February,2023-02,4,766.0,191.5,5.75
Instructor_47,K-POP Performance Workshop,2023,January,2023-01,4,784.5,196.125,5.25
Instructor_47,K-POP Performance Workshop,2023,March,2023-03,5,882.0,176.4,4.6
Instructor_47,KPOP Dance Covers (ages 13+),2023,February,2023-02,1,1113.5,1113.5,50.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,August,2023-08,1,410.1666666666667,410.1666666666667,22.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,July,2023-07,1,523.0666666666666,523.0666666666666,29.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,June,2023-06,1,332.5833333333333,332.5833333333333,17.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,May,2023-05,1,435.5833333333333,435.5833333333333,22.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,November,2023-11,1,227.9,227.9,11.0
Instructor_47,KPOP Original Choreo (ages 13+),2023,October,2023-10,1,256.4,256.4,14.0
Instructor_47,KPOP Original Choreo (ages 13+),2024,April,2024-04,1,270.65,270.65,13.0
Instructor_47,KPOP Original Choreo (ages 13+),2024,February,2024-02,1,268.2125,268.2125,16.0
Instructor_47,KPOP Original Choreo (ages 13+),2024,January,2024-01,1,208.15,208.15,11.0
Instructor_47,KPOP Original Choreo (ages 13+),2024,March,2024-03,1,373.875,373.875,17.0
Instructor_48,ADV.  Choreography (Ages 13+),2023,July,2023-07,1,177.03333333333333,177.03333333333333,12.0
Instructor_48,BEG. Choreography (Ages 13+),2023,August,2023-08,1,154.26666666666665,154.26666666666665,15.0
Instructor_48,BEG. Choreography (Ages 13+),2023,December,2023-12,2,269.4166666666667,134.70833333333334,12.5
Instructor_48,BEG. Choreography (Ages 13+),2023,January,2023-01,1,268.0,268.0,18.0
Instructor_48,BEG. Choreography (Ages 13+),2023,July,2023-07,2,240.15,120.075,15.0
Instructor_48,BEG. Choreography (Ages 13+),2023,June,2023-06,2,213.26666666666665,106.63333333333333,13.5
Instructor_48,BEG. Choreography (Ages 13+),2023,May,2023-05,3,310.4166666666667,103.47222222222223,6.666666666666667
Instructor_48,BEG. Choreography (Ages 13+),2023,November,2023-11,2,379.16666666666663,189.58333333333331,17.5
Instructor_48,BEG. Choreography (Ages 13+),2023,October,2023-10,1,323.4,323.4,16.0
Instructor_48,BEG. Choreography (Ages 13+),2023,September,2023-09,2,443.51666666666665,221.75833333333333,13.5
Instructor_48,BEG. Choreography (Ages 13+),2024,April,2024-04,1,174.5,174.5,19.0
Instructor_48,BEG. Choreography (Ages 13+),2024,February,2024-02,1,111.25,111.25,9.0
Instructor_48,BEG. Choreography (Ages 13+),2024,January,2024-01,2,432.51666666666665,216.25833333333333,21.5
Instructor_48,BEG. Choreography (Ages 13+),2024,March,2024-03,2,303.01666666666665,151.50833333333333,16.0
Instructor_48,INT. Choreography (Ages 13+),2023,December,2023-12,1,53.75,53.75,7.0
Instructor_48,INT. Choreography (Ages 13+),2023,June,2023-06,1,362.0833333333333,362.0833333333333,23.0
Instructor_48,INT. Choreography (Ages 13+),2023,November,2023-11,1,145.53333333333333,145.53333333333333,14.0
Instructor_48,INT. Choreography (Ages 13+),2023,October,2023-10,2,226.81666666666666,113.40833333333333,10.0
Instructor_48,INT. Choreography (Ages 13+),2023,September,2023-09,1,135.51666666666665,135.51666666666665,10.0
Instructor_48,INT. Choreography (Ages 13+),2024,August,2024-08,2,646.5208333333333,323.26041666666663,18.0
Instructor_48,INT. Choreography (Ages 13+),2024,December,2024-12,1,187.34166666666667,187.34166666666667,11.0
Instructor_48,INT. Choreography (Ages 13+),2024,July,2024-07,2,733.8916666666667,366.9458333333333,20.5
Instructor_48,INT. Choreography (Ages 13+),2024,June,2024-06,1,331.01666666666665,331.01666666666665,18.0
Instructor_48,INT. Choreography (Ages 13+),2024,May,2024-05,3,821.85,273.95,14.666666666666666
Instructor_48,INT. Choreography (Ages 13+),2024,November,2024-11,1,258.3666666666667,258.3666666666667,13.0
Instructor_48,INT. Choreography (Ages 13+),2024,October,2024-10,3,637.7,212.5666666666667,11.333333333333334
Instructor_48,INT. Choreography (Ages 13+),2024,September,2024-09,1,315.81666666666666,315.81666666666666,16.0
Instructor_49,ADV.  Choreography (Ages 13+),2024,December,2024-12,1,288.55,288.55,18.0
Instructor_49,ADV.  Choreography (Ages 13+),2024,January,2024-01,1,588.5333333333333,588.5333333333333,31.0
Instructor_49,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,240.1,240.1,18.0
Instructor_49,ADV.  Choreography (Ages 13+),2024,October,2024-10,1,334.4,334.4,17.0
Instructor_49,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,1083.5333333333333,541.7666666666667,28.5
Instructor_49,PW w/ Jpham,2024,August,2024-08,3,315.0,105.0,3.3333333333333335
Instructor_49,PW w/ Jpham,2024,July,2024-07,4,450.0,112.5,4.0
Instructor_5,HOUSE (ages 13+),2023,April,2023-04,3,467.0,155.66666666666666,7.0
Instructor_5,HOUSE (ages 13+),2023,December,2023-12,1,389.96666666666664,389.96666666666664,18.0
Instructor_5,HOUSE (ages 13+),2023,February,2023-02,2,319.5,159.75,7.0
Instructor_5,HOUSE (ages 13+),2023,January,2023-01,4,1115.5,278.875,13.25
Instructor_5,HOUSE (ages 13+),2023,March,2023-03,3,539.0,179.66666666666666,8.0
Instructor_5,HOUSE (ages 13+),2023,November,2023-11,2,728.9333333333334,364.4666666666667,18.5
Instructor_5,HOUSE (ages 13+),2023,October,2023-10,2,833.9333333333333,416.96666666666664,22.0
Instructor_5,HOUSE (ages 13+),2023,September,2023-09,1,256.2833333333333,256.2833333333333,13.0
Instructor_5,HOUSE (ages 13+),2024,April,2024-04,2,404.20000000000005,202.10000000000002,9.5
Instructor_5,HOUSE (ages 13+),2024,August,2024-08,2,630.5833333333334,315.2916666666667,15.0
Instructor_5,HOUSE (ages 13+),2024,December,2024-12,1,250.65,250.65,12.0
Instructor_5,HOUSE (ages 13+),2024,February,2024-02,2,598.5833333333334,299.2916666666667,15.0
Instructor_5,HOUSE (ages 13+),2024,July,2024-07,1,265.56666666666666,265.56666666666666,13.0
Instructor_5,HOUSE (ages 13+),2024,June,2024-06,2,537.3166666666666,268.6583333333333,13.0
Instructor_5,HOUSE (ages 13+),2024,March,2024-03,2,626.6416666666667,313.3208333333333,15.0
Instructor_5,HOUSE (ages 13+),2024,May,2024-05,1,245.5,245.5,11.0
Instructor_5,HOUSE (ages 13+),2024,November,2024-11,2,462.95000000000005,231.47500000000002,11.0
Instructor_5,HOUSE (ages 13+),2024,October,2024-10,2,548.4,274.2,12.5
Instructor_5,HOUSE (ages 13+),2024,September,2024-09,2,597.85,298.925,15.0
Instructor_5,HOUSE (ages 13+),2025,February,2025-02,2,440.54999999999995,220.27499999999998,11.0
Instructor_5,HOUSE (ages 13+),2025,January,2025-01,1,176.375,176.375,10.0
Instructor_5,HOUSE (ages 13+),2025,March,2025-03,1,221.40833333333333,221.40833333333333,17.0
Instructor_5,House Trial,2024,January,2024-01,1,60.0,60.0,5.0
Instructor_5,Pop Up House Workshop (13+),2024,March,2024-03,1,427.8375,427.8375,19.0
Instructor_50,Body Isolations Trial,2024,January,2024-01,1,30.0,30.0,2.0
Instructor_50,POPPING (13+),2023,October,2023-10,1,88.9,88.9,7.0
Instructor_50,POPPING (13+),2024,December,2024-12,1,84.0,84.0,4.0
Instructor_50,POPPING (13+),2024,November,2024-11,2,58.0,29.0,1.5
Instructor_50,POPPING (13+),2024,October,2024-10,2,97.0,48.5,2.5
Instructor_50,POPPING (13+),2024,September,2024-09,2,126.8,63.4,3.0
Instructor_50,Performance WS w/ Switchvilla,2023,July,2023-07,1,35.0,35.0,2.0
