instructor,class_name,year,month,year_month,total_classes_taught,total_revenue,avg_revenue_per_class,avg_attendance_per_class
Instructor_16,CAMPBELLOCK (Ages 13+),2024,July,2024-07,1,92.0,92.0,4.0
Instructor_16,CAMPBELLOCK (Ages 13+),2024,May,2024-05,1,0.0,0.0,1.0
Instructor_16,CAMPBELLOCK (Ages 13+),2024,November,2024-11,2,91.5,45.75,2.0
Instructor_16,CAMPBELLOCK (Ages 13+),2024,September,2024-09,2,94.0,47.0,2.0
Instructor_16,CAMPBELLOCK (Ages 13+),2025,February,2025-02,1,91.5,91.5,4.0
Instructor_16,CAMPBELLOCK (Ages 13+),2025,January,2025-01,2,133.5,66.75,4.0
Instructor_16,CAMPBELLOCK (Ages 13+),2025,March,2025-03,1,98.0,98.0,5.0
Instructor_16,Locking Trial,2024,May,2024-05,1,65.0,65.0,2.0
Instructor_17,INT. Choreography (Ages 13+),2025,March,2025-03,1,259.3,259.3,18.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,April,2023-04,1,1159.0,1159.0,54.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,August,2023-08,1,950.95,950.95,46.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,December,2023-12,2,1380.9499999999998,690.4749999999999,32.5
Instructor_18,KPOP Dance Covers (ages 13+),2023,February,2023-02,1,809.25,809.25,39.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,January,2023-01,2,2088.5,1044.25,48.5
Instructor_18,KPOP Dance Covers (ages 13+),2023,July,2023-07,2,2029.3666666666668,1014.6833333333334,46.5
Instructor_18,KPOP Dance Covers (ages 13+),2023,June,2023-06,2,2443.9,1221.95,57.5
Instructor_18,KPOP Dance Covers (ages 13+),2023,March,2023-03,4,4081.25,1020.3125,49.25
Instructor_18,KPOP Dance Covers (ages 13+),2023,May,2023-05,2,2019.1000000000001,1009.5500000000001,47.5
Instructor_18,KPOP Dance Covers (ages 13+),2023,November,2023-11,1,1234.3,1234.3,58.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,October,2023-10,2,1519.6999999999998,759.8499999999999,38.0
Instructor_18,KPOP Dance Covers (ages 13+),2023,September,2023-09,3,2724.4666666666667,908.1555555555556,42.666666666666664
Instructor_18,KPOP Dance Covers (ages 13+),2024,April,2024-04,2,1778.2416666666666,889.1208333333333,44.5
Instructor_18,KPOP Dance Covers (ages 13+),2024,August,2024-08,2,2124.55,1062.275,50.5
Instructor_18,KPOP Dance Covers (ages 13+),2024,February,2024-02,2,1705.2541666666666,852.6270833333333,41.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,January,2024-01,1,794.8,794.8,39.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,July,2024-07,2,2564.55,1282.275,61.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,June,2024-06,1,1401.65,1401.65,63.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,March,2024-03,3,3543.0666666666666,1181.0222222222221,57.333333333333336
Instructor_18,KPOP Dance Covers (ages 13+),2024,May,2024-05,2,1922.575,961.2875,45.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,November,2024-11,3,1962.0,654.0,31.333333333333332
Instructor_18,KPOP Dance Covers (ages 13+),2024,October,2024-10,2,1717.0,858.5,42.0
Instructor_18,KPOP Dance Covers (ages 13+),2024,September,2024-09,2,2068.25,1034.125,47.0
Instructor_18,KPOP Dance Covers (ages 13+),2025,February,2025-02,2,961.8,480.9,28.0
Instructor_18,KPOP Dance Covers (ages 13+),2025,January,2025-01,2,1735.6,867.8,44.0
Instructor_18,KPOP Dance Covers (ages 13+),2025,March,2025-03,2,1416.05,708.025,39.5
Instructor_19,BEG. Choreography (Ages 13+),2024,August,2024-08,1,164.9,164.9,9.0
Instructor_19,BEG. Choreography (Ages 13+),2024,December,2024-12,1,256.2,256.2,15.0
Instructor_19,BEG. Choreography (Ages 13+),2024,July,2024-07,2,380.25,190.125,9.5
Instructor_19,BEG. Choreography (Ages 13+),2024,June,2024-06,2,436.41666666666663,218.20833333333331,9.5
Instructor_19,BEG. Choreography (Ages 13+),2024,March,2024-03,1,270.3333333333333,270.3333333333333,23.0
Instructor_19,BEG. Choreography (Ages 13+),2024,May,2024-05,2,528.6666666666666,264.3333333333333,12.5
Instructor_19,BEG. Choreography (Ages 13+),2024,November,2024-11,1,166.5,166.5,10.0
Instructor_19,BEG. Choreography (Ages 13+),2024,October,2024-10,2,625.6833333333333,312.84166666666664,17.5
Instructor_19,BEG. Choreography (Ages 13+),2024,September,2024-09,2,619.5666666666667,309.78333333333336,17.0
Instructor_19,BEG. Choreography (Ages 13+),2025,February,2025-02,1,159.5,159.5,14.0
Instructor_19,BEG. Choreography (Ages 13+),2025,January,2025-01,2,674.6500000000001,337.32500000000005,23.0
Instructor_19,BEG. Choreography (Ages 13+),2025,March,2025-03,2,665.7,332.85,21.5
Instructor_19,INT. Choreography (Ages 13+),2024,April,2024-04,2,348.25416666666666,174.12708333333333,9.0
Instructor_19,KPOP Dance Covers (ages 13+),2023,November,2023-11,1,488.06666666666666,488.06666666666666,25.0
Instructor_19,KPOP Dance Covers (ages 13+),2024,August,2024-08,1,827.7666666666667,827.7666666666667,41.0
Instructor_19,KPOP Dance Covers (ages 13+),2024,June,2024-06,1,1076.65,1076.65,51.0
Instructor_19,KPOP Dance Covers (ages 13+),2024,November,2024-11,1,609.45,609.45,28.0
Instructor_19,KPOP Original Choreo (ages 13+),2024,January,2024-01,1,244.01666666666665,244.01666666666665,12.0
Instructor_19,PW w/ Vida Bao,2024,August,2024-08,4,1395.0,348.75,9.0
Instructor_19,PW w/ Vida Bao,2024,July,2024-07,5,2430.0,486.0,12.0
Instructor_2,ADV.  Choreography (Ages 13+),2024,December,2024-12,1,83.0,83.0,5.0
Instructor_2,BEG. Choreography (Ages 13+),2024,October,2024-10,1,419.46666666666664,419.46666666666664,21.0
Instructor_2,INT. Choreography (Ages 13+),2024,November,2024-11,1,387.1166666666667,387.1166666666667,21.0
Instructor_2,INT. Choreography (Ages 13+),2025,February,2025-02,1,216.7,216.7,11.0
Instructor_2,INT. Choreography (Ages 13+),2025,January,2025-01,2,474.95,237.475,12.5
Instructor_2,INT. Choreography (Ages 13+),2025,March,2025-03,2,409.5333333333333,204.76666666666665,12.0
Instructor_2,OOS Gives Back ,2024,August,2024-08,1,250.0,250.0,10.0
Instructor_20,ALL LEVELS Hip Hop Choreography,2024,December,2024-12,1,153.15,153.15,10.0
Instructor_20,ALL LEVELS Hip Hop Choreography,2024,November,2024-11,1,150.65,150.65,11.0
Instructor_20,ALL LEVELS Hip Hop Choreography,2024,October,2024-10,2,187.15,93.575,5.5
Instructor_20,ALL LEVELS Hip Hop Choreography,2024,September,2024-09,2,141.95,70.975,4.0
Instructor_20,INT. Hip Hop Choreography,2025,February,2025-02,2,134.05,67.025,4.0
Instructor_20,INT. Hip Hop Choreography,2025,January,2025-01,2,297.15,148.575,7.0
Instructor_20,INT. Hip Hop Choreography,2025,March,2025-03,2,311.5,155.75,8.5
Instructor_20,Pop Up Grooves Workshop (Ages 13+),2023,December,2023-12,1,430.35,430.35,22.0
Instructor_21,ADV.  Choreography (Ages 13+),2025,January,2025-01,1,393.9,393.9,21.0
Instructor_21,INT. Choreography (Ages 13+),2025,March,2025-03,1,295.06666666666666,295.06666666666666,19.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,April,2023-04,2,1054.0,527.0,29.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,August,2023-08,1,721.6666666666666,721.6666666666666,37.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,December,2023-12,1,468.7,468.7,27.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,February,2023-02,2,1299.75,649.875,31.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,January,2023-01,2,987.75,493.875,27.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,July,2023-07,3,2588.483333333333,862.8277777777777,45.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,June,2023-06,2,1200.0,600.0,31.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,March,2023-03,2,1312.5,656.25,34.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,November,2023-11,2,1045.6,522.8,28.5
Instructor_22,ADV.  Choreography (Ages 13+),2023,October,2023-10,3,1547.15,515.7166666666667,29.0
Instructor_22,ADV.  Choreography (Ages 13+),2023,September,2023-09,2,1332.7666666666667,666.3833333333333,36.5
Instructor_22,ADV.  Choreography (Ages 13+),2024,August,2024-08,1,473.8,473.8,23.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,December,2024-12,1,250.6,250.6,14.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,1152.9166666666667,576.4583333333334,32.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,1177.1166666666666,588.5583333333333,26.5
Instructor_22,ADV.  Choreography (Ages 13+),2024,June,2024-06,1,648.6,648.6,31.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,March,2024-03,1,267.1666666666667,267.1666666666667,15.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,466.5,466.5,22.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,318.1,318.1,16.0
Instructor_22,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,684.45,342.225,17.0
Instructor_22,ADV.  Choreography (Ages 13+),2025,February,2025-02,1,390.9,390.9,23.0
Instructor_22,ADV.  Choreography (Ages 13+),2025,January,2025-01,2,824.5666666666666,412.2833333333333,24.0
Instructor_22,ADV.  Choreography (Ages 13+),2025,March,2025-03,2,961.7,480.85,27.5
Instructor_22,BEG. Choreography (Ages 13+),2023,August,2023-08,1,492.5,492.5,35.0
Instructor_22,Performance WS w/ Eddie Mina,2023,July,2023-07,1,280.0,280.0,10.0
Instructor_22,Performance WS w/ Eddie Mina,2023,June,2023-06,4,1190.0,297.5,10.75
Instructor_23,ADV.  Choreography (Ages 13+),2024,April,2024-04,2,636.6333333333333,318.31666666666666,17.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,August,2024-08,2,842.4333333333333,421.21666666666664,21.0
Instructor_23,ADV.  Choreography (Ages 13+),2024,December,2024-12,1,199.2,199.2,11.0
Instructor_23,ADV.  Choreography (Ages 13+),2024,February,2024-02,2,479.1833333333333,239.59166666666664,13.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,January,2024-01,2,380.76666666666665,190.38333333333333,12.0
Instructor_23,ADV.  Choreography (Ages 13+),2024,July,2024-07,2,788.4666666666667,394.23333333333335,20.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,June,2024-06,2,732.9333333333334,366.4666666666667,19.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,March,2024-03,1,268.1375,268.1375,14.0
Instructor_23,ADV.  Choreography (Ages 13+),2024,May,2024-05,1,314.43333333333334,314.43333333333334,17.0
Instructor_23,ADV.  Choreography (Ages 13+),2024,November,2024-11,2,317.9166666666667,158.95833333333334,8.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,October,2024-10,2,309.3333333333333,154.66666666666666,8.5
Instructor_23,ADV.  Choreography (Ages 13+),2024,September,2024-09,2,407.73333333333335,203.86666666666667,12.0
Instructor_23,BEG. Choreography (Ages 13+),2023,November,2023-11,2,778.1,389.05,21.5
Instructor_23,BEG. Choreography (Ages 13+),2023,October,2023-10,1,271.93333333333334,271.93333333333334,18.0
Instructor_23,BEG. Choreography (Ages 13+),2023,September,2023-09,1,529.4333333333333,529.4333333333333,27.0
Instructor_23,Hip Hop 1A (5 - 7),2024,December,2024-12,1,29.0,29.0,2.0
Instructor_23,Hip Hop 1A (5 - 7),2024,November,2024-11,3,92.8,30.933333333333334,2.3333333333333335
Instructor_23,Hip Hop 1A (5 - 7),2024,October,2024-10,7,150.8,21.542857142857144,1.4285714285714286
Instructor_23,Hip Hop 1A (5 - 7),2024,September,2024-09,7,504.6,72.08571428571429,2.857142857142857
Instructor_23,Hip Hop 1A (5 - 7),2025,February,2025-02,3,46.4,15.466666666666667,1.6666666666666667
Instructor_23,Hip Hop 1A (5 - 7),2025,January,2025-01,3,23.2,7.733333333333333,1.6666666666666667
Instructor_23,Hip Hop 1A (5 - 7),2025,March,2025-03,3,46.4,15.466666666666667,2.0
Instructor_23,Hip Hop 1A (7 - 10),2023,December,2023-12,2,123.39999999999999,61.699999999999996,4.0
Instructor_23,Hip Hop 1A (7 - 10),2023,November,2023-11,3,188.8,62.93333333333334,4.0
Instructor_23,Hip Hop 1A (7 - 10),2023,October,2023-10,2,194.4,97.2,4.5
Instructor_23,Hip Hop 1A (7 - 10),2023,September,2023-09,4,216.00000000000003,54.00000000000001,4.0
Instructor_23,Hip Hop 1A (7 - 10),2024,April,2024-04,4,313.2,78.3,4.0
Instructor_23,Hip Hop 1A (7 - 10),2024,February,2024-02,4,345.6,86.4,4.0
Instructor_23,Hip Hop 1A (7 - 10),2024,January,2024-01,3,334.8,111.60000000000001,5.666666666666667
Instructor_23,Hip Hop 1A (7 - 10),2024,March,2024-03,3,324.0,108.0,5.0
Instructor_23,Hip Hop 1A (7 - 10),2024,September,2024-09,2,46.4,23.2,1.0
Instructor_23,Hip Hop 1A (9 - 13),2024,September,2024-09,2,23.2,11.6,1.0
Instructor_23,Hip Hop 1B (6 - 8),2023,December,2023-12,2,113.39999999999999,56.699999999999996,3.5
Instructor_23,Hip Hop 1B (6 - 8),2023,November,2023-11,3,145.8,48.6,3.0
Instructor_23,Hip Hop 1B (6 - 8),2023,September,2023-09,3,237.60000000000002,79.2,4.0
Instructor_23,Hip Hop 1B (6 - 8),2024,April,2024-04,4,334.8,83.7,4.25
Instructor_23,Hip Hop 1B (6 - 8),2024,February,2024-02,4,324.0,81.0,3.75
Instructor_23,Hip Hop 1B (6 - 8),2024,January,2024-01,3,264.6,88.2,4.333333333333333
Instructor_23,Hip Hop 1B (6 - 8),2024,March,2024-03,3,324.0,108.0,5.0
Instructor_23,Hip Hop 2A (7 - 10),2024,December,2024-12,2,278.4,139.2,7.0
Instructor_23,Hip Hop 2A (7 - 10),2024,November,2024-11,3,341.0,113.66666666666667,6.0
Instructor_23,Hip Hop 2A (7 - 10),2024,October,2024-10,4,309.59999999999997,77.39999999999999,4.25
Instructor_23,Hip Hop 2A (7 - 10),2024,September,2024-09,4,350.8,87.7,4.25
Instructor_23,Hip Hop 2A (7 - 10),2025,February,2025-02,4,359.0,89.75,6.0
Instructor_23,Hip Hop 2A (7 - 10),2025,January,2025-01,4,139.2,34.8,4.0
Instructor_23,Hip Hop 2A (7 - 10),2025,March,2025-03,2,371.2,185.6,8.0
Instructor_23,Hip Hop 2A (8 - 11),2024,December,2024-12,2,243.6,121.8,5.0
Instructor_23,Hip Hop 2A (8 - 11),2024,November,2024-11,3,313.2,104.39999999999999,5.0
Instructor_23,Hip Hop 2A (8 - 11),2024,October,2024-10,4,75.6,18.9,6.0
Instructor_23,Hip Hop 2A (8 - 11),2024,September,2024-09,4,475.4,118.85,5.5
Instructor_23,Hip Hop 2A (8 - 11),2025,February,2025-02,4,504.6,126.15,7.25
Instructor_23,Hip Hop 2A (8 - 11),2025,January,2025-01,3,208.79999999999998,69.6,6.0
Instructor_23,Hip Hop 2A (8 - 11),2025,March,2025-03,3,603.2,201.0666666666667,8.666666666666666
Instructor_23,Hip Hop 2B (9 - 13),2023,December,2023-12,2,129.6,64.8,3.5
Instructor_23,Hip Hop 2B (9 - 13),2023,November,2023-11,3,199.8,66.60000000000001,4.0
Instructor_23,Hip Hop 2B (9 - 13),2023,October,2023-10,3,167.39999999999998,55.79999999999999,3.6666666666666665
Instructor_23,Hip Hop 2B (9 - 13),2023,September,2023-09,4,307.8,76.95,4.0
Instructor_23,Hip Hop 2B (9 - 13),2024,April,2024-04,4,299.7,74.925,4.25
Instructor_23,Hip Hop 2B (9 - 13),2024,December,2024-12,2,139.2,69.6,3.0
Instructor_23,Hip Hop 2B (9 - 13),2024,February,2024-02,4,415.8,103.95,5.0
Instructor_23,Hip Hop 2B (9 - 13),2024,January,2024-01,3,270.0,90.0,4.666666666666667
Instructor_23,Hip Hop 2B (9 - 13),2024,March,2024-03,3,334.8,111.60000000000001,5.333333333333333
Instructor_23,Hip Hop 2B (9 - 13),2024,November,2024-11,3,162.39999999999998,54.133333333333326,2.3333333333333335
Instructor_23,Hip Hop 2B (9 - 13),2024,October,2024-10,3,136.0,45.333333333333336,2.0
Instructor_23,Hip Hop 2B (9 - 13),2024,September,2024-09,4,199.2,49.8,2.5
Instructor_23,Hip Hop 2B (9 - 13),2025,February,2025-02,3,69.6,23.2,2.3333333333333335
Instructor_23,Hip Hop 2B (9 - 13),2025,January,2025-01,3,139.2,46.4,3.0
Instructor_23,Hip Hop 2B (9 - 13),2025,March,2025-03,3,162.39999999999998,54.133333333333326,2.3333333333333335
Instructor_23,INT. Choreography (Ages 13+),2025,February,2025-02,2,253.70000000000002,126.85000000000001,8.0
Instructor_23,INT. Choreography (Ages 13+),2025,January,2025-01,2,301.55,150.775,12.0
Instructor_23,INT. Choreography (Ages 13+),2025,March,2025-03,1,75.65,75.65,7.0
Instructor_23,Junior Dance Choreo  (Ages 9 - 13) ,2024,August,2024-08,2,141.6,70.8,2.5
Instructor_23,Junior Dance Choreo  (Ages 9 - 13) ,2024,July,2024-07,1,43.2,43.2,2.0
Instructor_23,Junior Dance Choreo  (Ages 9 - 13) ,2024,June,2024-06,1,21.6,21.6,1.0
Instructor_23,Kids Dance Choreo (Ages7-10) ,2024,August,2024-08,3,164.8,54.93333333333334,2.3333333333333335
Instructor_23,Kids Dance Choreo (Ages7-10) ,2024,July,2024-07,2,193.4,96.7,4.5
Instructor_23,Kids Dance Choreo (Ages7-10) ,2024,June,2024-06,2,232.8,116.4,5.0
Instructor_23,Kids Performance Workshop (Ages 8 -13) ,2025,February,2025-02,2,200.0,100.0,2.5
Instructor_23,Kids Performance Workshop (Ages 8 -13) ,2025,March,2025-03,3,280.0,93.33333333333333,2.3333333333333335
Instructor_23,Mini Dance Choreo (Ages 5 - 7),2024,August,2024-08,8,183.0,22.875,1.25
Instructor_23,Mini Dance Choreo (Ages 5 - 7),2024,July,2024-07,5,133.0,26.6,1.4
Instructor_23,Mini Dance Choreo (Ages 5 - 7),2024,June,2024-06,4,241.2,60.3,2.5
Instructor_24,HOUSE (ages 13+),2025,March,2025-03,2,426.15,213.075,14.5
Instructor_25,ADV.  Choreography (Ages 13+),2024,July,2024-07,1,185.8,185.8,9.0
Instructor_25,BEG. Choreography (Ages 13+),2023,April,2023-04,3,798.5,266.1666666666667,15.0
Instructor_25,BEG. Choreography (Ages 13+),2023,August,2023-08,2,1013.45,506.725,28.0
Instructor_25,BEG. Choreography (Ages 13+),2023,December,2023-12,2,523.8499999999999,261.92499999999995,15.0
Instructor_25,BEG. Choreography (Ages 13+),2023,February,2023-02,2,1084.0,542.0,29.0
Instructor_25,BEG. Choreography (Ages 13+),2023,January,2023-01,3,1232.0,410.6666666666667,21.333333333333332
Instructor_25,BEG. Choreography (Ages 13+),2023,July,2023-07,2,1075.1333333333334,537.5666666666667,28.0
Instructor_25,BEG. Choreography (Ages 13+),2023,June,2023-06,2,652.3666666666667,326.18333333333334,20.0
Instructor_25,BEG. Choreography (Ages 13+),2023,March,2023-03,3,935.0,311.6666666666667,17.333333333333332
Instructor_25,BEG. Choreography (Ages 13+),2023,May,2023-05,1,413.55,413.55,22.0
Instructor_25,BEG. Choreography (Ages 13+),2023,November,2023-11,2,854.0833333333334,427.0416666666667,24.5
Instructor_25,BEG. Choreography (Ages 13+),2023,October,2023-10,1,523.65,523.65,27.0
Instructor_25,BEG. Choreography (Ages 13+),2023,September,2023-09,3,1371.2333333333333,457.0777777777778,25.0
Instructor_25,BEG. Choreography (Ages 13+),2024,April,2024-04,1,497.65,497.65,28.0
Instructor_25,BEG. Choreography (Ages 13+),2024,August,2024-08,2,685.8875,342.94375,17.0
Instructor_25,BEG. Choreography (Ages 13+),2024,December,2024-12,2,472.29999999999995,236.14999999999998,12.0
Instructor_25,BEG. Choreography (Ages 13+),2024,January,2024-01,2,991.1666666666666,495.5833333333333,31.5
Instructor_25,BEG. Choreography (Ages 13+),2024,July,2024-07,2,662.75,331.375,16.0
Instructor_25,BEG. Choreography (Ages 13+),2024,June,2024-06,2,567.25,283.625,13.5
Instructor_25,BEG. Choreography (Ages 13+),2024,March,2024-03,2,601.95,300.975,25.5
Instructor_25,BEG. Choreography (Ages 13+),2024,May,2024-05,2,337.5875,168.79375,8.0
Instructor_25,BEG. Choreography (Ages 13+),2024,November,2024-11,2,340.3,170.15,8.0
Instructor_25,BEG. Choreography (Ages 13+),2024,October,2024-10,2,242.8,121.4,6.0
Instructor_25,BEG. Choreography (Ages 13+),2024,September,2024-09,2,577.55,288.775,13.5
Instructor_25,BEG. Choreography (Ages 13+),2025,February,2025-02,2,772.3,386.15,26.0
Instructor_25,BEG. Choreography (Ages 13+),2025,January,2025-01,2,723.8,361.9,20.0
Instructor_25,BEG. Choreography (Ages 13+),2025,March,2025-03,2,943.5,471.75,27.5
Instructor_25,INT. Choreography (Ages 13+),2024,December,2024-12,1,196.825,196.825,12.0
Instructor_26,INT. Choreography (Ages 13+),2025,February,2025-02,1,210.01666666666665,210.01666666666665,15.0
Instructor_26,INT. Choreography (Ages 13+),2025,March,2025-03,1,238.45,238.45,17.0
Instructor_27,BEG. Choreography (Ages 13+),2023,February,2023-02,3,1038.0,346.0,19.0
Instructor_27,BEG. Choreography (Ages 13+),2023,January,2023-01,2,421.25,210.625,15.0
Instructor_27,BEG. Choreography (Ages 13+),2023,March,2023-03,2,328.0,164.0,13.5
Instructor_27,Hip Hop 1A (5 - 7),2024,November,2024-11,1,46.4,46.4,3.0
Instructor_27,Hip Hop 1A (9 - 13),2023,April,2023-04,2,216.0,108.0,5.0
Instructor_27,Hip Hop 1A (9 - 13),2023,February,2023-02,4,421.20000000000005,105.30000000000001,5.0
Instructor_27,Hip Hop 1A (9 - 13),2023,January,2023-01,3,327.0,109.0,4.666666666666667
Instructor_27,Hip Hop 1A (9 - 13),2023,July,2023-07,2,140.4,70.2,4.5
Instructor_27,Hip Hop 1A (9 - 13),2023,June,2023-06,2,181.20000000000002,90.60000000000001,4.5
Instructor_27,Hip Hop 1A (9 - 13),2023,March,2023-03,4,432.0,108.0,5.0
Instructor_27,Hip Hop 1A (9 - 13),2023,May,2023-05,3,129.60000000000002,43.20000000000001,2.0
Instructor_27,INT. Choreography (Ages 13+),2023,February,2023-02,2,449.75,224.875,12.0
Instructor_27,INT. Choreography (Ages 13+),2023,January,2023-01,2,403.0,201.5,12.0
Instructor_27,INT. Choreography (Ages 13+),2024,September,2024-09,1,143.76666666666665,143.76666666666665,7.0
Instructor_27,INT. Choreography (Ages 13+),2025,March,2025-03,1,223.15,223.15,17.0
Instructor_28,INT. Choreography (Ages 13+),2025,March,2025-03,1,50.5,50.5,4.0
Instructor_29,INT. Choreography (Ages 13+),2025,February,2025-02,1,85.15,85.15,6.0
Instructor_3,ADV.  Choreography (Ages 13+),2023,December,2023-12,1,110.43333333333334,110.43333333333334,7.0
Instructor_3,ADV.  Choreography (Ages 13+),2024,November,2024-11,1,105.3,105.3,6.0
Instructor_3,ADV.  Choreography (Ages 13+),2024,September,2024-09,1,207.7,207.7,11.0
Instructor_3,ADV.  Choreography (Ages 13+),2025,February,2025-02,2,477.41666666666663,238.70833333333331,15.0
Instructor_3,ADV.  Choreography (Ages 13+),2025,January,2025-01,2,471.09999999999997,235.54999999999998,13.0
Instructor_3,ADV.  Choreography (Ages 13+),2025,March,2025-03,3,895.05,298.34999999999997,17.666666666666668
Instructor_3,BEG. Choreography (Ages 13+),2023,April,2023-04,1,246.5,246.5,14.0
Instructor_3,BEG. Choreography (Ages 13+),2023,December,2023-12,2,231.65,115.825,12.0
Instructor_3,BEG. Choreography (Ages 13+),2023,February,2023-02,2,334.75,167.375,9.0
Instructor_3,BEG. Choreography (Ages 13+),2023,January,2023-01,2,430.75,215.375,13.5
Instructor_3,BEG. Choreography (Ages 13+),2023,March,2023-03,2,415.75,207.875,12.5
Instructor_3,BEG. Choreography (Ages 13+),2024,April,2024-04,2,410.25,205.125,17.0
Instructor_3,BEG/INT Grooves (Ages 13+),2025,February,2025-02,4,810.3416666666667,202.58541666666667,10.5
Instructor_3,BEG/INT Grooves (Ages 13+),2025,January,2025-01,4,749.7166666666667,187.42916666666667,9.5
Instructor_3,BEG/INT Grooves (Ages 13+),2025,March,2025-03,4,826.6833333333334,206.67083333333335,10.5
Instructor_3,Footwork Foundation,2023,April,2023-04,3,677.0,225.66666666666666,7.666666666666667
Instructor_3,Footwork Foundation,2023,August,2023-08,1,240.0,240.0,9.0
Instructor_3,Footwork Foundation,2023,February,2023-02,4,443.0,110.75,4.5
Instructor_3,Footwork Foundation,2023,January,2023-01,4,406.0,101.5,4.75
Instructor_3,Footwork Foundation,2023,July,2023-07,4,1000.0,250.0,8.5
Instructor_3,Footwork Foundation,2023,June,2023-06,5,1055.0,211.0,8.6
Instructor_3,Footwork Foundation,2023,March,2023-03,4,833.0,208.25,7.25
Instructor_3,Footwork Foundation,2023,May,2023-05,4,1065.0,266.25,7.25
Instructor_3,Footwork Foundation,2023,October,2023-10,2,202.0,101.0,2.5
Instructor_3,Footwork Foundation,2023,September,2023-09,2,201.0,100.5,2.5
Instructor_3,Footwork Foundation,2024,April,2024-04,3,245.0,81.66666666666667,2.3333333333333335
Instructor_3,Footwork Foundation,2024,February,2024-02,3,280.0,93.33333333333333,3.3333333333333335
Instructor_3,Footwork Foundation,2024,January,2024-01,2,250.0,125.0,4.0
Instructor_3,Footwork Foundation,2024,March,2024-03,3,315.0,105.0,4.0
Instructor_3,Footwork Foundation Trial,2024,January,2024-01,1,0.0,0.0,4.0
Instructor_3,Footwork Foundation Trial,2024,March,2024-03,1,0.0,0.0,2.0
Instructor_3,Footwork Foundation Trial,2024,May,2024-05,1,0.0,0.0,2.0
Instructor_3,INT. Choreography (Ages 13+),2023,August,2023-08,2,398.9166666666667,199.45833333333334,12.0
Instructor_3,INT. Choreography (Ages 13+),2023,December,2023-12,2,264.5,132.25,8.5
Instructor_3,INT. Choreography (Ages 13+),2023,July,2023-07,3,1128.3,376.09999999999997,21.666666666666668
Instructor_3,INT. Choreography (Ages 13+),2023,June,2023-06,2,571.6666666666666,285.8333333333333,16.0
Instructor_3,INT. Choreography (Ages 13+),2023,May,2023-05,1,191.8,191.8,10.0
Instructor_3,INT. Choreography (Ages 13+),2023,November,2023-11,2,374.4666666666667,187.23333333333335,11.5
Instructor_3,INT. Choreography (Ages 13+),2023,October,2023-10,2,360.1,180.05,12.5
Instructor_3,INT. Choreography (Ages 13+),2023,September,2023-09,1,352.93333333333334,352.93333333333334,23.0
Instructor_3,INT. Choreography (Ages 13+),2024,April,2024-04,2,717.3208333333333,358.66041666666666,20.0
Instructor_3,INT. Choreography (Ages 13+),2024,August,2024-08,1,184.76666666666668,184.76666666666668,11.0
Instructor_3,INT. Choreography (Ages 13+),2024,December,2024-12,1,81.15,81.15,5.0
Instructor_3,INT. Choreography (Ages 13+),2024,February,2024-02,2,473.875,236.9375,13.0
Instructor_3,INT. Choreography (Ages 13+),2024,January,2024-01,2,631.6166666666667,315.80833333333334,18.0
Instructor_3,INT. Choreography (Ages 13+),2024,July,2024-07,2,555.7666666666667,277.8833333333333,15.0
Instructor_3,INT. Choreography (Ages 13+),2024,June,2024-06,1,160.76666666666665,160.76666666666665,8.0
Instructor_3,INT. Choreography (Ages 13+),2024,March,2024-03,1,230.4875,230.4875,14.0
Instructor_3,INT. Choreography (Ages 13+),2024,May,2024-05,2,213.73333333333332,106.86666666666666,6.5
